C_ID	Text	IsValidCode
MC82.0	室性心动过速和心室纤颤性心脏停搏	是
MC82.1	心动过缓性心脏停搏	是
MC82.2	心脏停博	是
MC82.3	心脏停搏伴无脉电活动	是
MC82.4	心跳呼吸骤停	是
MC82.Z	心脏停搏，未特指的	是
MC83	心脏杂音和其他心音	否
MC83.0	良性和无害的心脏杂音	是
MC83.1	其他心音	是
MC84	心血管痛	是
MC85	坏疽	是
MC86	心前区疼痛	是
MC87	心脏压迫感或紧束感	是
MC88	静脉充盈	是
MC8Y	其他特指的涉及循环系统的症状或体征	是
MC90	心脏或冠状循环诊断性影像检查临床所见	是
MC91	循环系统功能检查的结果	是
MC9Y	其他特指的循环系统症状、体征或临床所见	是
L1-MD1	呼吸系统的症状、体征或临床所见	否
L2-MD1	累及呼吸系统的症状或体征	否
MD10	痰异常	是
MD11	呼吸异常	否
MD11.0	呼吸暂停	是
MD11.1	窒息	是
MD11.2	共济失调性呼吸	是
MD11.3	屏气	是
MD11.4	睡眠相关性Cheyne-Stokes呼吸	是
MD11.5	呼吸困难	是
MD11.6	呃逆	是
MD11.7	过度通气	是
MD11.8	张口呼吸	否
MD11.80	鼾声	是
MD11.8Y	其他特指的张口呼吸	是
MD11.8Z	张口呼吸，未特指的	是
MD11.9	鼻塞	是
MD11.A	喷嚏	是
MD11.B	喘鸣	是
MD11.C	哮鸣音	是
MD11.D	打哈欠	是
MD11.Y	其他特指的呼吸异常	是
MD11.Z	呼吸异常，未特指的	是
MD12	咳嗽	是
L3-MD2	呼吸道出血	否
MD20	鼻衄	是
MD21	咽喉部出血	是
MD22	咯血	是
MD23	呼吸道其他部位出血	是
MD24	28天以上婴儿急性特发性肺出血	是
MD2Z	呼吸道出血，未特指的	是
MD30	咽痛或胸痛	否
MD30.0	呼吸时胸痛	是
MD30.1	其他胸痛	是
MD30.Z	胸痛，未特指的	是
MD31	胸膜炎	是
MD32	啰音	是
MD33	呼吸骤停	是
MD34	鼻的症状或主诉	是
MD35	鼻窦的症状或主诉	是
MD36	咽喉的症状或主诉	否
MD36.0	咽喉痛	是
MD36.Y	其他特指的咽喉的症状或主诉	是
MD36.Z	咽喉的症状或主诉，未特指的	是
MD3Y	其他特指的累及呼吸系统的症状或体征	是
L2-MD4	呼吸系统的临床所见	否
MD40	呼吸器官和胸腔标本的临床所见	否
MD40.0	呼吸器官和胸腔标本的酶水平异常	是
MD40.1	呼吸器官和胸腔标本的激素水平异常	是
MD40.2	呼吸器官和胸腔标本的药物、药剂和生物制品水平异常	是
MD40.3	呼吸器官和胸腔标本的主要为非药用物质的水平异常	是
MD40.4	呼吸器官和胸腔标本的免疫学异常所见	是
MD40.5	呼吸器官和胸腔标本的微生物学异常所见	否
MD40.50	来源于鼻的阳性培养	是
MD40.51	痰培养阳性	是
MD40.52	咽喉部标本培养阳性	是
MD40.5Y	其他特指的呼吸器官和胸腔标本的微生物学异常所见	是
MD40.5Z	呼吸器官和胸腔标本的微生物学异常所见，未特指的	是
MD40.6	呼吸器官和胸腔标本的细胞学异常所见	是
MD40.7	呼吸器官和胸腔标本的组织学异常所见	是
MD40.Y	其他特指的呼吸器官和胸腔标本的临床所见	是
MD41	肺诊断性影像学临床所见	是
MD42	呼吸系统功能检查结果	是
MD4Y	其他特指的呼吸系统的临床所见	是
MD6Y	其他特指的呼吸系统的症状、体征或临床所见	是
L1-MD8	消化系统或腹部的症状、体征或临床所见	否
L2-MD8	累及消化系统或腹部的症状或体征	否
MD80	口颌面复合体的症状或体征	否
MD80.0	牙齿或牙龈的症状或主诉	是
MD80.1	口腔、舌或唇的症状或主诉	是
MD80.Y	其他特指的口颌面复合体的症状或体征	是
MD81	腹部或盆腔痛	否
MD81.0	腹部压痛	是
MD81.1	局限性腹痛	否
MD81.10	局限性上腹痛	是
MD81.11	盆腔或会阴痛	是
MD81.12	局限性下腹部其他部位疼痛	是
MD81.1Z	局限性腹痛，未特指的	是
MD81.2	全腹痛	是
MD81.3	急腹症	是
MD81.4	其他和未特指的腹痛	是
MD82	腹内或盆腔肿胀、肿块或隆起	是
L3-MD9	与上消化道有关的症状	否
MD90	恶心或呕吐	否
MD90.0	恶心	是
MD90.1	呕吐	是
MD91	嗳气	是
MD92	消化不良	是
MD93	吞咽困难	是
MD94	口臭	是
MD95	烧心	是
MD9Y	其他特指的与上消化道有关的症状	是
L3-ME0	与下消化道或腹部有关的症状	否
ME00	腹腔间隔室综合征	是
ME01	腹胀	是
ME02	腹强直	是
ME03	肠鸣音异常	否
ME03.0	肠鸣音亢进	是
ME03.1	肠鸣音消失	是
ME03.Z	肠鸣音异常，未特指的	是
ME04	腹水	否
ME04.0	腹腔积液	是
ME04.Y	其他特指的腹水	是
ME04.Z	腹水，未特指的	是
ME05	大便习惯改变	否
ME05.0	便秘	是
ME05.1	腹泻	是
ME05.Z	其他和未特指的排便习惯改变	是
ME06	不明原因的慢性肠炎	是
ME07	大便失禁	否
ME07.0	大便涂片	是
ME07.1	排便不尽	是
ME07.2	排便紧迫感	是
ME07.Y	其他特指的大便失禁	是
ME07.Z	大便失禁，未特指的	是
ME08	胃肠胀气及有关情况	是
ME09	里急后重	是
ME0A	可见性蠕动	是
ME0B	排便问题，其他方面未特指	是
ME0Y	其他特指的与下消化道或腹部有关的症状	是
ME10	与肝胆系统有关的异常	否
ME10.0	肝大或脾大	否
ME10.00	肝大，不可归类在他处者	是
ME10.01	脾大，不可归类在他处者	是
ME10.02	肝大伴脾大	是
ME10.1	未特指的黄疸	是
ME1Y	其他特指的累及消化系统或腹部的症状或体征	是
L2-ME2	消化系统的临床所见	否
ME20	消化器官或腹腔标本的临床所见	否
ME20.0	消化器官或腹腔标本的酶水平异常	是
ME20.1	消化器官或腹腔标本的激素水平异常	是
ME20.2	消化器官或腹腔标本中的药物、药剂或生物制品的水平异常	是
ME20.3	消化器官和腹腔标本中以非药物性物质为主的水平异常	是
ME20.4	消化器官和腹腔标本的免疫学异常所见	是
ME20.5	消化器官和腹腔标本的微生物学异常所见	是
ME20.6	消化器官和腹腔标本的细胞学异常所见	是
ME20.7	消化器官和腹腔标本的组织学异常所见	是
ME20.Y	其他特指的消化器官或腹腔标本的临床所见	是
ME20.Z	消化器官或腹腔标本的临床所见，未特指的	是
ME21	肝或胆道诊断性影像检查的临床所见	是
ME22	消化道诊断性影像检查的临床所见	是
ME23	消化系统功能检查的结果	是
ME24	消化系统的临床表现	否
ME24.0	消化系统脓肿	是
ME24.1	消化系统瘘	是
ME24.2	消化系统梗阻	是
ME24.3	消化系统穿孔	否
ME24.30	小肠穿孔	是
ME24.31	大肠穿孔	是
ME24.32	胆囊管穿孔	是
ME24.33	胆囊穿孔	是
ME24.34	胆管穿孔	是
ME24.3Y	其他特指的消化系统穿孔	是
ME24.3Z	消化系统穿孔，未特指的	是
ME24.4	消化系统狭窄	是
ME24.5	消化系统溃疡	是
ME24.6	消化系统扩张	是
ME24.7	消化系统嵌顿	是
ME24.8	消化系统绞窄或坏疽	是
ME24.9	胃肠出血	否
ME24.90	急性胃肠道出血，不可归类在他处者	是
ME24.91	慢性胃肠道出血，不可归类在他处者	是
ME24.9Z	胃肠道出血，未特指的	是
ME24.A	其他消化系统出血，不可归类在他处者	否
ME24.A0	消化道不明原因出血	是
ME24.A1	肛门和直肠出血	是
ME24.A2	食管出血	是
ME24.A3	便血	是
ME24.A4	黑便	是
ME24.A5	呕血	是
ME24.A6	大便潜血阳性	是
ME24.Y	其他特指的消化系统临床表现	是
ME2Y	其他特指的消化系统的临床所见	是
ME4Y	其他特指的消化系统或腹部的症状、体征或临床所见	是
L1-ME6	累及皮肤的症状、体征或临床所见	否
L2-ME6	累及皮肤的症状或体征	否
ME60	性质未确定或未特指的皮肤损害	否
ME60.0	性质未确定的皮肤损害	是
ME60.1	性质未确定的色素沉着性皮肤损害	是
ME60.2	性质未确定的皮肤溃疡	是
ME60.3	性质未确定或未特指的皮肤角化病	是
ME60.Z	性质未特指的皮肤损害	是
ME61	性质未确定或未特指的皮下肿胀、肿物或肿块	是
ME62	性质未确定或未特指的急性皮疹	否
ME62.0	急性红斑性皮疹	是
ME62.1	急性紫癜性皮疹	是
ME62.2	急性荨麻疹样皮疹	是
ME62.3	急性皮肤斑丘疹	是
ME62.4	急性丘疹	是
ME62.5	急性渗出性皮疹	是
ME62.6	急性水疱疹	是
ME62.7	急性剥脱性皮疹	是
ME62.8	急性盘状或环形疹	是
ME62.9	急性皮肤表皮剥脱	是
ME62.Y	其他特指的性质未确定或未特指的急性皮疹	是
ME63	性质未确定或未特指的慢性皮肤疾病	否
ME63.0	慢性红斑性皮肤病	是
ME63.1	慢性荨麻疹样皮肤病	是
ME63.2	慢性丘疹性皮肤病	是
ME63.3	慢性水疱性皮肤病	是
ME63.4	慢性剥脱性或角化性皮肤病	是
ME63.5	慢性苔藓样皮肤病	是
ME63.6	慢性盘状或环形皮肤病	是
ME63.7	慢性皮肤表皮剥脱	是
ME64	非特异性皮肤血管征	否
ME64.0	红斑	是
ME64.1	发绀	是
ME64.2	苍白	是
ME64.3	淤点	是
ME64.4	潮红	是
ME65	未特指病因的皮肤感觉异常	否
ME65.0	皮肤烧灼感	是
ME65.1	皮肤瘙痒	是
ME65.2	皮肤痛或压痛	是
ME65.3	皮肤刺痛	是
ME65.4	皮肤麻刺感	是
ME65.Y	其他特指的皮肤感觉异常	是
ME66	其他非特异性皮肤相关症状和体征	否
ME66.0	性质未确定或未特指的对光或紫外线照射的异常敏感	是
ME66.1	皮肤结构的改变	是
ME66.2	皮肤松弛	是
ME66.3	毛发或头皮相关症状或主诉	是
ME66.4	甲相关症状或主诉	是
ME66.5	异常出汗主诉	是
ME66.6	皮疹	否
ME66.60	局部皮疹	是
ME66.61	全身皮疹	是
ME66.6Y	其他特指的皮疹	是
ME66.6Z	皮疹，未特指的	是
ME66.Y	其他特指的皮肤改变	是
ME66.Z	性质不确定或未特指的皮肤疾病	是
ME67	性质不确定或未特指的皮肤疾病	是
ME6Y	其他特指的累及皮肤的症状或体征	是
L1-ME8	肌肉骨骼系统的症状、体征或临床所见	否
L2-ME8	肌肉骨骼系统的症状或体征	否
ME80	弹响髋	是
ME81	肌肉骨骼性胸痛	否
ME81.0	肋间痛	是
ME81.Y	其他特指的肌肉骨骼性胸痛	是
ME81.Z	肌肉骨骼性胸痛，未特指的	是
ME82	关节痛	是
ME83	风湿病, 未特指	是
ME84	脊柱痛	否
ME84.0	颈椎痛	是
ME84.1	胸椎痛	是
ME84.2	下腰痛	否
ME84.20	腰痛,伴坐骨神经痛	是
ME84.2Y	其他特指的下腰痛	是
ME84.2Z	下腰痛，未特指的	是
ME84.3	坐骨神经痛	是
ME84.Z	脊柱痛，未特指的	是
ME85	关节僵硬	是
ME86	躯干部分的症状或主诉	否
ME86.0	踝的症状或主诉	是
ME86.1	臂的症状或主诉	是
ME86.2	背的症状或主诉	否
ME86.20	后背综合征不伴放射痛	是
ME86.21	后背综合征伴放射痛	是
ME86.22	下腰部的症状或主诉	是
ME86.2Y	其他特指的背的症状或主诉	是
ME86.2Z	背的症状或主诉，未特指的	是
ME86.3	胸部的症状或主诉	是
ME86.4	肘的症状或主诉	是
ME86.5	胁腹或腋的症状或主诉	是
ME86.6	足或脚趾的症状或主诉	是
ME86.7	手或手指的症状或主诉	是
ME86.8	髋的症状或主诉	是
ME86.9	颌的症状或主诉	是
ME86.A	膝的症状或主诉	是
ME86.B	腿或大腿的症状或主诉	是
ME86.C	颈部的症状或主诉	是
ME86.D	肩的症状或主诉	否
ME86.D0	肩综合征	是
ME86.DY	其他特指的肩的症状或主诉	是
ME86.DZ	肩的症状或主诉，未特指的	是
ME86.E	腕的症状或主诉	是
ME86.F	关节症状或主诉，其他方面未特指	是
ME86.G	肌肉症状或主诉，其他方面未特指	是
ME86.Y	其他特指的躯干部症状	是
ME86.Z	未特指的躯干部症状	是
ME8Y	其他特指的肌肉骨骼系统的症状或体征	是
L2-ME9	肌肉骨骼系统的临床所见	否
ME90	颅骨和头诊断性影像检查的临床所见	是
ME91	肢体诊断性影像检查的临床所见	是
ME92	肌肉骨骼系统其他部位诊断性影像检查的临床所见	否
ME92.0	椎体楔形变	是
ME92.1	骨侵蚀	是
ME92.Y	其他特指的肌肉骨骼系统其他部位诊断性影像检查的临床所见	是
ME92.Z	肌肉骨骼系统其他部位诊断性影像检查的临床所见，未特指的	是
ME93	生物力学损害，不可归类在他处者	否
ME93.0	节段性和躯体性机能障碍	是
ME93.1	椎管不完全脱位性狭窄	是
ME93.2	椎管骨性狭窄	是
ME93.3	椎管结缔组织性狭窄	是
ME93.4	椎间盘水平的神经管狭窄	否
ME93.40	椎间盘水平的神经管狭窄，头部	是
ME93.41	椎间盘水平的神经管狭窄，颈部	是
ME93.42	椎间盘水平的神经管狭窄，胸部	是
ME93.43	椎间盘水平的神经管狭窄，腰部	是
ME93.44	椎间盘水平的神经管狭窄，骶部	是
ME93.45	椎间盘水平的神经管狭窄，骨盆部	是
ME93.46	椎间盘突出所致的神经管狭窄，下肢	是
ME93.47	椎间盘突出所致的神经管狭窄，上肢	是
ME93.48	椎间盘突出所致的神经管狭窄，肋骨支架	是
ME93.4Y	其他特指的椎间盘水平的神经管狭窄	是
ME93.4Z	椎间盘水平的神经管狭窄，未特指的	是
ME93.5	峡部裂半脱位所致的椎间孔狭窄	是
ME93.6	连接组织及间盘源性椎间孔狭窄	是
ME93.Y	其他特指的生物力学损害，不可归类在他处者	是
ME93.Z	未特指的生物力学损害，不可归类在他处者	是
ME9Y	其他特指的肌肉骨骼系统的临床所见	是
MF1Y	其他特指的肌肉骨骼系统的症状、体征或临床所见	是
L1-MF3	泌尿生殖系统症状、体征或临床所见	否
L2-MF3	累及女性生殖系统的症状、体征或临床所见	否
MF30	女性乳房肿块或肿物	是
MF31	乳房或哺乳的症状或主诉	是
MF32	更年期症状或主诉	是
MF33	经前症状或主诉	是
MF34	妊娠症状或主诉	是
MF35	产后症状或主诉	是
MF36	其他阴道症状或主诉	是
MF37	女性乳头症状或主诉	是
MF38	女性骨盆症状或主诉	是
MF39	外阴症状或主诉	是
MF3A	阴道分泌物	是
MF3Y	其他特指的累及女性生殖系统的症状、体征或临床所见	是
L2-MF4	累及男性生殖系统的症状、体征或临床所见	否
MF40	男性生殖器官问题	否
MF40.0	阴茎的症状或主诉	否
MF40.00	阴茎痛	是
MF40.0Y	其他特指的阴茎的症状或主诉	是
MF40.0Z	阴茎的症状或主诉，未特指的	是
MF40.1	前列腺问题	是
MF40.2	阴囊或睾丸的症状或主诉	否
MF40.20	急性阴囊痛	是
MF40.21	睾丸痛	是
MF40.2Y	其他特指的阴囊或睾丸的症状或主诉	是
MF40.2Z	阴囊或睾丸的症状或主诉，未特指的	是
MF40.3	逆行性射精	是
MF40.Y	其他特指的男性生殖器官问题	是
MF40.Z	男性生殖器官问题，未特指的	是
MF41	男性性功能的症状或主诉	是
MF42	可复性游走性睾丸	是
MF4Y	其他特指的累及男性生殖系统的症状、体征或临床所见	是
L2-MF5	累及泌尿系统的症状、体征或临床所见	否
MF50	排尿异常	否
MF50.0	尿频	是
MF50.1	尿频	是
MF50.2	尿失禁	否
MF50.20	压力性尿失禁	是
MF50.21	急迫性尿失禁	是
MF50.22	混合性尿失禁	是
MF50.23	功能性尿失禁	是
MF50.24	反射性尿失禁	是
MF50.2Y	其他特指的尿失禁	是
MF50.2Z	尿失禁，未特指的	是
MF50.3	尿潴留	是
MF50.4	血尿	否
MF50.40	肉眼血尿	是
MF50.41	镜下血尿	是
MF50.4Z	血尿，未特指的	是
MF50.5	尿外渗	是
MF50.6	其他排尿困难	否
MF50.60	排尿踌躇	是
MF50.61	尿线细	是
MF50.62	尿分叉	是
MF50.63	尿急	是
MF50.64	尿不尽感	是
MF50.65	竭力排空膀胱	是
MF50.6Y	其他特指的排尿困难	是
MF50.6Z	排尿困难，未特指的	是
MF50.7	排尿困难	是
MF50.8	排尿里急后重	是
MF50.Y	其他特指的排尿异常	是
MF50.Z	排尿异常，未特指的	是
MF51	无尿或少尿	是
MF52	膀胱痛	是
MF53	肾外性尿毒症	是
MF54	肉眼可见的肾脏大小改变	否
MF54.0	光滑肾挛缩	是
MF54.1	不规则肾挛缩	是
MF54.2	小肾	是
MF54.Y	其他特指的肾脏大小的肉眼改变	是
MF54.Z	肾脏大小的肉眼改变，未特指的	是
MF55	多尿	是
MF56	肾绞痛	是
MF57	膀胱症状或主诉	是
MF58	尿道分泌物	是
MF59	泌尿系统的症状或主诉	是
MF5Y	其他特指的累及泌尿系统的症状、体征或临床所见	是
L2-MF6	女性生殖器官来源样本的临床所见	否
MF60	女性生殖器官样本中酶水平异常	是
MF61	女性生殖器官样本中激素水平异常	是
MF62	女性生殖器官标本的其他药物、药剂和生物制品水平异常	是
MF63	女性生殖器官样本中主要为非药用物质的水平异常	是
MF64	女性生殖器官样本中的免疫学异常发现	是
MF65	女性生殖器官样本中微生物异常发现	是
MF66	女性生殖器官样本的细胞学异常发现	否
MF66.0	宫颈涂片结果异常	是
MF66.Y	其他特指的女性生殖器官样本的细胞学异常发现	是
MF66.Z	女性生殖器官样本的细胞学异常发现，未特指的	是
MF67	女性生殖器官标本的组织学异常发现	是
MF68	女性生殖器官标本的染色体异常发现	是
MF6Y	其他特指的女性生殖器官来源样本的临床所见	是
MF6Z	女性生殖器官来源样本的临床所见，未特指的	是
L2-MF7	男性生殖器官标本的临床所见	否
MF70	男性生殖器官样本中酶水平异常	是
MF71	男性生殖器官样本中激素水平异常	是
MF72	男性生殖器官样本中毒物、药物和生物制品的水平异常	是
MF73	男性生殖器官样本中主要为非药用物质的水平异常	是
MF74	男性生殖器官样本中的免疫学异常发现	是
MF75	男性生殖器官样本中微生物异常发现	是
MF76	男性生殖器官样本的细胞学异常发现	是
MF77	男性生殖器官标本的组织学异常发现	是
MF78	男性生殖器官标本的染色体异常发现	是
MF7Y	其他特指的男性生殖器官标本的临床所见	是
MF7Z	男性生殖器官标本的临床所见，未特指的	是
L2-MF8	泌尿系统标本的临床所见	否
MF80	弥漫性系膜硬化	是
MF81	纤连蛋白肾小球病	是
MF82	脂蛋白肾小球病	是
MF83	糖尿病肾小球病变	是
MF84	寡免疫复合物增生性肾小球肾炎	是
MF85	抗肾小球基底膜抗体介导的疾病	是
MF8Y	其他特指的泌尿系统标本的临床所见	是
MF8Z	泌尿系统标本的临床所见，未特指的	是
L2-MF9	尿液检查的临床所见，无诊断者	否
MF90	丙酮尿	是
MF91	胆红素尿	是
MF92	乳糜尿	是
MF93	糖尿	是
MF94	血红蛋白尿	是
MF95	肌红蛋白尿	是
MF96	蛋白尿	否
MF96.0	直立性蛋白尿	是
MF96.1	本周氏蛋白尿	是
MF96.Y	其他特指的蛋白尿	是
MF96.Z	蛋白尿，未特指的	是
MF97	脓尿	是
MF98	尿电解质异常	否
MF98.0	高钙尿	是
MF98.1	高尿钾	是
MF98.2	高尿镁	是
MF98.3	低尿钙	是
MF98.4	低尿钾	是
MF98.5	低尿镁	是
MF98.6	低尿磷酸盐	是
MF98.Y	其他特指的尿中血清电解质的水平异常	是
MF98.Z	尿中血清电解质的水平异常，未特指的	是
MF99	尿中毒物、药物和生物制品水平升高	是
MF9A	尿中主要为非药用物质的水平异常	是
MF9B	尿微生物学检查的异常发现	是
MF9C	尿细胞学和组织学检查的异常发现	是
MF9Y	其他特指的尿液检查的临床所见，无诊断者	是
MG00	乳房诊断性影像检查的临床所见	是
MG01	泌尿器官诊断性影像检查的临床所见	是
MG02	肾功能检查结果	是
MG0Y	其他特指的泌尿生殖系统症状、体征或临床所见	是
L1-MG2	全身症状、体征或临床所见	否
L2-MG2	全身症状	否
MG20	恶病质	否
MG20.0	恶性恶液质	是
MG20.Z	恶液质，未特指的	是
MG21	寒战	是
MG22	疲劳	是
MG23	对死亡或者临近死亡的恐惧	是
MG24	疾病恐惧	否
MG24.0	癌症恐惧	否
MG24.00	消化系统癌症恐惧	是
MG24.01	乳腺癌恐惧，女性	是
MG24.02	生殖系统癌症恐惧，男性	是
MG24.0Y	其他特指的癌症恐惧	是
MG24.0Z	癌症恐惧，未特指的	是
MG24.1	人类免疫缺陷病毒恐惧	是
MG24.2	血液疾病恐惧	是
MG24.3	消化系统疾病恐惧	是
MG24.4	眼部疾病恐惧	是
MG24.5	心脏疾病恐惧	是
MG24.6	高血压恐惧	是
MG24.7	心血管系统疾病恐惧	是
MG24.8	肌肉骨骼系统疾病恐惧	是
MG24.9	神经系统疾病恐惧	是
MG24.A	呼吸系统疾病恐惧	是
MG24.B	内分泌、代谢或营养性疾病恐惧	是
MG24.C	泌尿系统疾病恐惧	是
MG24.D	妊娠并发症恐惧	是
MG24.E	性传播疾病恐惧，女性	是
MG24.F	女性生殖器或乳房疾病恐惧	是
MG24.G	性传播疾病恐惧，男性	是
MG24.H	生殖器疾病恐惧，男性	是
MG24.J	精神障碍恐惧	是
MG24.Y	其他特指疾病恐惧	是
MG24.Z	疾病恐惧，未特指的	是
MG25	感觉不适	是
MG26	其他或不明原因的发热	是
MG27	出血，不可归类在他处者	是
MG28	低温，与低温环境无关	是
MG29	水肿	否
MG29.0	局限性水肿	否
MG29.00	踝部水肿	是
MG29.01	下肢水肿	是
MG29.02	唇凹陷	是
MG29.0Y	其他特指的局限性水肿	是
MG29.1	全身性水肿	否
MG29.10	毛细血管压力增加引起的水肿	是
MG29.1Y	其他特指的全身性水肿	是
MG29.2	感染性水肿	是
MG29.3	可凹性水肿；可凹性浮肿；	是
MG29.Z	水肿，未特指的	是
MG2A	衰老	是
L3-MG3	疼痛	否
MG30	慢性疼痛	否
MG30.0	原发性慢性疼痛	否
MG30.00	慢性原发性内脏痛	是
MG30.01	慢性广泛疼痛	是
MG30.02	慢性原发性肌肉骨骼痛	是
MG30.03	慢性原发性头痛或口腔颌面部痛	是
MG30.0Y	其他特指的原发性慢性疼痛	是
MG30.0Z	原发性慢性疼痛，未特指的	是
MG30.1	慢性癌性疼痛	否
MG30.10	慢性癌性疼痛	是
MG30.11	癌症治疗后慢性疼痛	是
MG30.1Y	其他特指的癌症相关慢性疼痛	是
MG30.1Z	癌症相关慢性疼痛，未特指的	是
MG30.2	手术后或创伤后慢性疼痛	否
MG30.20	创伤后慢性疼痛	是
MG30.21	手术后慢性疼痛	是
MG30.2Y	其他特指的手术后或创伤后慢性疼痛	是
MG30.2Z	手术后或创伤后慢性疼痛，未特指的	是
MG30.3	慢性继发性肌肉骨骼疼痛	否
MG30.30	持续炎症引起的慢性继发性肌肉骨骼疼痛	是
MG30.31	结构改变引起的慢性继发性肌肉骨骼疼痛	是
MG30.32	神经系统疾病引起的慢性继发性骨骼肌肉疼痛	是
MG30.3Y	其他特指的慢性继发性肌肉骨骼疼痛	是
MG30.3Z	慢性继发性肌肉骨骼疼痛，未特指的	是
MG30.4	慢性继发性内脏痛	否
MG30.40	机械性因素引起的慢性内脏痛	是
MG30.41	慢性血管源性内脏痛	是
MG30.42	持续性炎症所致慢性内脏痛	是
MG30.4Y	其他特指的慢性继发性内脏痛	是
MG30.4Z	慢性继发性内脏痛，未特指的	是
MG30.5	慢性神经痛	否
MG30.50	慢性中枢性神经痛	是
MG30.51	慢性周围性神经痛	是
MG30.5Y	其他特指的慢性神经痛	是
MG30.5Z	慢性神经痛，未特指的	是
MG30.6	慢性继发性头痛或口腔颌面部痛	否
MG30.60	慢性继发性口腔颌面部痛	是
MG30.61	慢性牙痛	是
MG30.62	慢性头痛或口腔颌面部神经痛	是
MG30.63	慢性继发性颞下颌关节紊乱所致头痛或口腔颌面部痛	是
MG30.6Y	其他特指的慢性继发性头痛或口腔颌面部痛	是
MG30.6Z	慢性继发性头痛或口腔颌面部痛，未特指的	是
MG30.Y	其他特指的慢性疼痛	是
MG30.Z	慢性疼痛，未特指的	是
MG31	急性疼痛	否
MG31.0	急性面部疼痛，不可归类在他处者	是
MG31.1	急性头痛，不可归类在他处者	是
MG31.2	急性术后疼痛，不可归类在他处者	是
MG31.Y	其他特指的急性疼痛	是
MG31.Z	急性疼痛，未特指的	是
MG3Z	疼痛，未特指的	是
MG40	休克	否
MG40.0	心源性休克	是
MG40.1	低血容量休克	是
MG40.Y	其他特指的休克	是
MG40.Z	休克，未特指的	是
MG41	睡眠障碍，不可归类在他处者	是
MG42	嗜睡，不可归类在他处者	是
MG43	与食物和液体摄入相关的症状和体征 	否
MG43.0	多饮	是
MG43.1	暴食	是
MG43.2	意志丧失	是
MG43.3	喂养困难	否
MG43.30	婴儿喂养问题	是
MG43.31	儿童喂养问题	是
MG43.32	成人喂养问题	是
MG43.3Z	喂养困难，未特指的	是
MG43.4	自我忽视引起的食物和水摄入不足	否
MG43.40	拒绝进食，不可归类在他处者	是
MG43.41	拒绝饮水，不可归类在他处者	是
MG43.4Y	其他特指的自我忽视引起的食物和水摄入不足	是
MG43.4Z	自我忽视引起的食物和水摄入不足，未特指的	是
MG43.5	过度体重下降	是
MG43.6	过度体重增加	是
MG43.7	纳差	是
MG43.8	食欲下降	是
MG43.9	食欲增加	是
MG43.Y	其他特指的与食物和液体摄入有关的症状和体征	是
MG44	婴儿特有症状	否
MG44.0	婴儿过度哭闹	是
MG44.1	未达到预期正常生理发育水平	否
MG44.10	发育里程碑延迟	是
MG44.11	婴儿或儿童生长迟缓	是
MG44.12	儿童身材矮小	是
MG44.13	体质性青春期发育延迟	是
MG44.14	家族性身材矮小	是
MG44.1Y	其他特指的未达到预期正常生理发育水平	是
MG44.1Z	未达到预期正常生理发育水平，未特指的	是
MG44.Y	其他特指的婴儿特有症状	是
MG44.Z	婴儿特有症状，未特指的	是
MG45	晕厥和虚脱	否
MG45.0	心源性晕厥	是
MG45.Y	其他特指的晕厥和虚脱	是
MG45.Z	晕厥和虚脱，未特指的	是
MG46	非感染性疾病的全身炎症反应综合征	是
MG47	未进一步特指的中毒	是
MG48	原因未知和原因未特指的疾病	是
MG4Y	其他特指的全身症状	是
L2-MG5	耐药微生物的确定	否
MG50	耐药革兰氏阴性菌的确定	否
MG50.0	耐药鲍曼不动杆菌	否
MG50.00	耐四环素的鲍曼不动杆菌	是
MG50.01	耐氨基糖甙类抗生素的鲍曼不动杆菌	是
MG50.02	耐碳青霉烯的鲍曼不动杆菌	是
MG50.03	耐多粘菌素的鲍曼不动杆菌	是
MG50.0Y	其他抗生素耐药的鲍曼不动杆菌	是
MG50.0Z	未特指抗生素耐药的鲍曼不动杆菌	是
MG50.1	耐抗生素的弯曲杆菌	否
MG50.10	耐氟喹诺酮的弯曲杆菌	是
MG50.1Y	其他特指的抗生素耐药的弯曲杆菌	是
MG50.1Z	未特指抗生素耐药的弯曲杆菌	是
MG50.2	耐抗生素的大肠杆菌	否
MG50.20	耐磺胺类或甲氧苄氨嘧啶的大肠杆菌	是
MG50.21	耐氟喹诺酮的大肠杆菌	是
MG50.22	耐三代头孢菌素的大肠杆菌	是
MG50.23	耐四代头孢菌素的大肠杆菌	是
MG50.24	耐碳青霉烯的大肠杆菌	是
MG50.25	耐多粘菌素的大肠杆菌	是
MG50.26	耐青霉素的大肠杆菌	是
MG50.27	产超广谱β-内酰胺酶的大肠杆菌	是
MG50.2Y	其他抗生素耐药的大肠杆菌	是
MG50.2Z	未特指抗生素耐药的大肠杆菌	是
MG50.3	耐药流感嗜血杆菌	否
MG50.30	耐氨苄西林的流感嗜血杆菌	是
MG50.3Y	其他特指抗生素耐药的流感嗜血杆菌	是
MG50.3Z	耐药的流感嗜血杆菌，未特指的	是
MG50.4	耐药幽门螺杆菌	否
MG50.40	耐克拉霉素的幽门螺杆菌	是
MG50.4Y	其他特指抗生素耐药的幽门螺杆菌	是
MG50.4Z	耐药幽门螺杆菌，未特指的	是
MG50.5	耐药肺炎克雷伯菌	否
